seed,ancestors_multiset_precision_failures,ancestors_multiset_f1_failures,ancestors_unique_precision_failures,ancestors_unique_f1_failures,ancestors_unique_restricted_precision_failures,ancestors_unique_restricted_f1_failures,total_failures
95,0,0,1,0,1,1,3
107,0,1,0,1,0,0,2
144,0,0,1,0,1,1,3
213,0,1,1,1,1,1,5
439,0,1,0,0,0,0,1
457,0,1,0,0,0,0,1
542,0,1,1,1,1,1,5
548,0,1,0,0,0,0,1
925,0,1,0,1,0,0,2
