seed,ancestors_multiset_precision_failures,ancestors_multiset_f1_failures,ancestors_unique_precision_failures,ancestors_unique_f1_failures,ancestors_unique_restricted_precision_failures,ancestors_unique_restricted_f1_failures,total_failures
2,1,1,1,1,1,1,6
3,1,1,1,1,1,1,6
32,0,0,1,1,1,1,4
40,1,1,0,0,0,0,2
42,0,1,0,0,0,0,1
62,1,0,0,0,0,0,1
63,1,1,1,1,1,1,6
92,1,1,0,0,0,0,2
144,1,1,1,1,1,1,6
158,1,1,1,0,1,0,4
162,1,1,1,1,1,1,6
180,1,1,1,1,1,1,6
188,0,1,1,1,1,1,5
194,1,1,1,1,1,1,6
200,1,1,1,1,1,1,6
205,0,1,1,1,1,1,5
213,0,1,0,0,0,0,1
261,1,1,1,1,1,1,6
295,0,0,1,1,1,1,4
298,1,1,1,1,1,1,6
318,1,1,1,1,1,1,6
411,1,1,1,1,1,1,6
425,1,1,1,1,1,1,6
439,1,1,1,1,1,1,6
471,0,1,0,0,0,0,1
526,1,1,1,1,1,1,6
528,1,1,1,1,1,1,6
552,1,1,1,1,1,1,6
561,1,1,0,0,0,0,2
571,1,1,1,1,1,1,6
602,1,1,1,1,1,1,6
616,0,0,1,1,1,1,4
632,1,1,1,1,1,1,6
695,1,1,0,0,0,0,2
835,1,1,1,1,1,1,6
845,0,1,0,0,0,0,1
851,1,1,1,1,1,1,6
860,1,0,0,0,0,0,1
888,0,0,1,1,1,1,4
891,1,1,1,1,1,1,6
914,1,1,1,1,1,1,6
925,0,1,0,0,0,0,1
929,1,1,0,0,0,0,2
935,1,1,1,1,1,1,6
951,0,0,1,1,1,1,4
966,1,1,0,0,0,0,2
