seed,ancestors_multiset_precision_failures,ancestors_multiset_f1_failures,ancestors_unique_precision_failures,ancestors_unique_f1_failures,ancestors_unique_restricted_precision_failures,ancestors_unique_restricted_f1_failures,total_failures
144,1,1,1,1,1,1,6
162,0,0,1,1,1,1,4
188,1,1,1,1,1,1,6
194,1,1,1,1,1,1,6
205,0,1,0,0,0,0,1
298,0,1,1,1,1,1,5
381,0,1,0,1,0,0,2
439,1,0,0,0,0,0,1
471,0,0,1,1,1,1,4
504,1,1,1,1,1,1,6
528,0,0,0,1,0,1,2
706,1,1,0,0,0,0,2
810,0,1,0,1,0,1,3
845,0,1,0,1,0,1,3
851,0,1,1,1,1,1,5
914,1,0,1,1,1,1,5
925,0,1,0,1,0,1,3
942,0,0,1,0,1,0,2
951,1,1,1,1,1,1,6
973,0,1,0,0,0,0,1
977,0,1,0,1,0,1,3
