seed,ancestors_multiset_precision_failures,ancestors_multiset_f1_failures,ancestors_unique_precision_failures,ancestors_unique_f1_failures,ancestors_unique_restricted_precision_failures,ancestors_unique_restricted_f1_failures,total_failures
2,1,1,1,1,1,1,6
4,0,1,1,0,1,1,4
35,0,1,1,1,1,1,5
40,1,0,0,0,0,0,1
42,1,1,0,1,0,1,4
62,1,1,1,0,1,0,4
63,1,1,1,1,1,1,6
92,1,1,0,0,0,0,2
95,1,0,0,0,0,0,1
112,1,0,1,1,1,1,5
137,1,1,1,1,1,1,6
144,1,1,1,1,1,1,6
158,1,0,0,0,0,0,1
162,1,1,1,1,1,1,6
180,1,1,1,1,1,1,6
188,0,0,1,1,1,1,4
194,1,1,1,1,1,1,6
200,1,1,0,0,0,0,2
205,0,1,1,1,1,1,5
213,0,1,0,1,0,1,3
261,1,0,0,0,0,0,1
295,0,1,1,1,1,1,5
298,1,1,1,1,1,1,6
302,1,1,0,0,0,0,2
318,1,1,1,1,1,1,6
383,0,1,1,1,1,1,5
395,0,1,1,1,1,1,5
411,1,1,1,1,1,1,6
439,1,1,1,1,1,1,6
457,0,0,0,1,0,1,2
471,0,1,0,0,0,0,1
526,0,1,1,1,1,1,5
528,1,1,1,1,1,1,6
552,1,1,1,1,1,1,6
561,1,0,1,1,1,1,5
571,1,1,1,1,1,1,6
602,1,1,1,1,1,1,6
616,0,1,1,1,1,1,5
632,0,1,0,1,0,0,2
695,1,1,1,1,1,1,6
810,0,1,0,1,0,1,3
835,1,1,1,1,1,1,6
845,0,1,0,1,0,1,3
851,1,1,1,1,1,1,6
860,1,0,0,0,0,0,1
888,0,0,1,1,1,1,4
891,1,1,1,1,1,1,6
914,1,1,1,1,1,1,6
925,0,1,0,1,0,1,3
929,1,1,0,0,0,0,2
935,1,1,1,1,1,1,6
942,1,1,1,1,1,1,6
946,0,1,1,0,1,0,3
951,1,1,1,1,1,1,6
973,1,1,1,1,1,1,6
977,0,1,0,1,0,1,3
