seed,1-precision,1-f1,2-precision,2-f1,3-precision,3-f1,grf
295,0.35,0.11290322580645161,0.3469387755102041,0.23943661971830985,0.3469387755102041,0.3863636363636364,0.2462051539740141
205,0.4292929292929293,0.17894736842105266,0.42452830188679247,0.30716723549488056,0.42452830188679247,0.49723756906077343,0.27174682927192195
888,0.5824175824175825,0.19521178637200737,0.6181818181818182,0.3285024154589372,0.6181818181818182,0.6126126126126126,0.24787362132284363
35,0.672,0.2696629213483146,0.6274509803921569,0.3657142857142857,0.6274509803921569,0.5818181818181818,0.2352389208760286
585,0.5247524752475248,0.18694885361552027,0.4666666666666667,0.27450980392156865,0.4666666666666667,0.43749999999999994,0.26971298339977745
528,0.9272727272727272,0.2833333333333333,0.875,0.5333333333333333,0.875,0.767123287671233,0.2805662445664272
107,0.5555555555555556,0.12269938650306748,0.5,0.22727272727272727,0.5,0.588235294117647,0.22556621272750088
894,0.5,0.08391608391608392,0.4444444444444444,0.19047619047619047,0.4444444444444444,0.3636363636363637,0.29241814195592697
471,0.8497652582159625,0.3934782608695652,0.8709677419354839,0.5,0.8709677419354839,0.7788461538461539,0.2843686278834475
298,0.9523809523809523,0.17777777777777776,0.9473684210526315,0.5538461538461538,0.9473684210526315,0.7659574468085106,0.3111922758079436
144,0.3291139240506329,0.11711711711711711,0.5135135135135135,0.37623762376237624,0.5135135135135135,0.4634146341463415,0.2543239886441897
656,0.7692307692307693,0.13333333333333333,0.75,0.2903225806451613,0.75,0.6428571428571429,0.3036462360041601
112,0.7647058823529411,0.27272727272727265,0.8666666666666667,0.3170731707317074,0.8666666666666667,0.65,0.2900701177258862
180,0.4827586206896552,0.12334801762114538,0.5294117647058824,0.2535211267605634,0.5294117647058824,0.6206896551724139,0.2660576888617371
548,1.0,0.07228915662650602,1.0,0.3,1.0,0.7499999999999999,0.3115233898046398
439,0.5,0.15789473684210525,0.5714285714285714,0.29629629629629634,0.5714285714285714,0.48484848484848486,0.2215563631318216
204,0.55,0.13924050632911392,0.5714285714285714,0.32,0.5714285714285714,0.48484848484848486,0.22993523442429475
261,0.8085106382978723,0.2533333333333333,0.8947368421052632,0.44155844155844154,0.8947368421052632,0.7906976744186046,0.2447330525939868
946,0.6419558359621451,0.3642058165548098,0.7707509881422925,0.49118387909319905,0.7707509881422925,0.718232044198895,0.24616534879378238
395,0.6792452830188679,0.3016759776536313,0.6,0.37354085603112835,0.6,0.631578947368421,0.2331319334279297
935,0.4161490683229814,0.16729088639200998,0.515625,0.24626865671641796,0.515625,0.4782608695652174,0.2667271409973492
158,0.9210526315789473,0.319634703196347,0.85,0.5862068965517242,0.85,0.723404255319149,0.22485005828457316
3,0.6091954022988506,0.20190476190476192,0.6140350877192983,0.38251366120218583,0.6140350877192983,0.6422018348623854,0.27016866126727923
966,0.36507936507936506,0.10154525386313465,0.4838709677419355,0.21126760563380287,0.4838709677419355,0.5084745762711865,0.24064348326013574
592,0.6363636363636364,0.09523809523809523,0.75,0.32432432432432434,0.75,0.7058823529411765,0.30533961308417823
42,0.7906976744186046,0.21935483870967742,0.7407407407407407,0.38461538461538464,0.7407407407407407,0.7692307692307692,0.26992781980469915
457,0.6037735849056604,0.1671018276762402,0.7058823529411765,0.380952380952381,0.7058823529411765,0.7272727272727272,0.28590813384384517
498,0.0,0.0,0.0,0.0,0.0,0.0,0.3271468379823774
420,0.47058823529411764,0.08421052631578947,0.47058823529411764,0.21333333333333335,0.47058823529411764,0.5161290322580646,0.3156614830242018
695,0.4316546762589928,0.20869565217391303,0.5531914893617021,0.33548387096774196,0.5531914893617021,0.6265060240963856,0.25140375828800676
194,0.8357142857142857,0.28782287822878233,0.7875,0.5060240963855421,0.7875,0.7368421052631579,0.2886629943010919
561,0.6395348837209303,0.22267206477732793,0.660377358490566,0.38888888888888884,0.660377358490566,0.7070707070707071,0.2662719298401941
661,0.625,0.0909090909090909,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.5,0.25999833462837296
59,1.0,0.2014388489208633,1.0,0.6666666666666666,1.0,0.9565217391304348,0.3446645581854929
286,0.5652173913043478,0.1672025723472669,0.6666666666666666,0.2718446601941748,0.6666666666666666,0.6829268292682926,0.25271750177307895
925,1.0,0.17460317460317462,1.0,0.5490196078431372,1.0,0.8,0.34853608934022284
504,1.0,0.2589928057553957,1.0,0.5666666666666667,1.0,0.7555555555555554,0.25965589929746236
616,0.8205128205128205,0.3468834688346884,0.7380952380952381,0.4979919678714859,0.7380952380952381,0.6702702702702702,0.28465638246814806
63,0.31376975169300225,0.1701346389228886,0.4864864864864865,0.2671614100185529,0.4864864864864865,0.42603550295857995,0.2627008456150681
9,0.2,0.024390243902439025,0.3333333333333333,0.11764705882352941,0.3333333333333333,0.5,0.25885610820506655
200,0.5130434782608696,0.22348484848484848,0.49206349206349204,0.3583815028901734,0.49206349206349204,0.512396694214876,0.24565466312681328
32,0.6875,0.18257261410788383,0.6842105263157895,0.3466666666666667,0.6842105263157895,0.6046511627906976,0.2516867328108314
942,0.751004016064257,0.3541666666666667,0.7263157894736842,0.47586206896551725,0.7263157894736842,0.6602870813397129,0.2610373969071751
526,0.7714285714285715,0.3771827706635623,0.7441860465116279,0.4183006535947712,0.7441860465116279,0.6124401913875598,0.2577401834815459
569,0.4049586776859504,0.1562998405103668,0.37349397590361444,0.2792792792792793,0.37349397590361444,0.4105960264900662,0.28244327471639163
706,0.45,0.11842105263157894,0.5,0.3111111111111111,0.5,0.49122807017543857,0.2683640955084412
929,0.8679245283018868,0.25770308123249297,0.8055555555555556,0.49572649572649574,0.8055555555555556,0.651685393258427,0.3204793705198141
977,1.0,0.17757009345794392,1.0,0.30952380952380953,1.0,0.8387096774193548,0.31122693812475677
162,0.3018867924528302,0.0930232558139535,0.3333333333333333,0.24691358024691354,0.3333333333333333,0.3703703703703704,0.38246029569866813
973,0.6617647058823529,0.21226415094339623,0.5116279069767442,0.33333333333333337,0.5116279069767442,0.55,0.2537404589290414
361,1.0,0.21374045801526717,1.0,0.6363636363636364,1.0,0.8750000000000001,0.2835348135880533
62,0.6521739130434783,0.22641509433962265,0.6136363636363636,0.38028169014084506,0.6136363636363636,0.6352941176470588,0.30908359854807566
128,0.5555555555555556,0.07518796992481203,0.7142857142857143,0.4166666666666667,0.7142857142857143,0.7142857142857143,0.31217706201002904
302,0.8076923076923077,0.14788732394366197,0.7894736842105263,0.3658536585365853,0.7894736842105263,0.6382978723404255,0.2808846192792228
542,0.8208955223880597,0.24070021881838072,0.7924528301886793,0.5637583892617449,0.7924528301886793,0.7368421052631579,0.28875338813500573
845,0.9411764705882353,0.15165876777251186,1.0,0.5454545454545454,1.0,0.7499999999999999,0.24738427542281305
285,0.5,0.08547008547008547,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.2829739862032281
431,0.9090909090909091,0.13071895424836602,0.9,0.5294117647058825,0.9,0.6666666666666667,0.21281101089998822
411,0.8666666666666667,0.37288135593220345,0.8194444444444444,0.4719999999999999,0.8194444444444444,0.7023809523809524,0.26912644418432174
318,0.3615023474178404,0.17420814479638008,0.36929460580912865,0.2717557251908397,0.36929460580912865,0.38949671772428884,0.24017255683479177
914,0.2857142857142857,0.11642411642411642,0.475,0.25165562913907286,0.475,0.4470588235294118,0.24558233814246277
