seed,1-precision,1-f1,2-precision,2-f1,3-precision,3-f1,grf
295,0.04264705882352941,0.03900470746469401,0.31746031746031744,0.1038961038961039,0.31746031746031744,0.27972027972027974,0.17656276906179846
205,0.03217217661415576,0.04367141028537008,0.36724565756823824,0.12126177795985252,0.36724565756823824,0.3020408163265307,0.18250410940651485
888,0.13636363636363635,0.031413612565445025,0.1111111111111111,0.0392156862745098,0.1111111111111111,0.13333333333333333,0.1658284985679418
35,0.05530973451327434,0.049342105263157895,0.24855491329479767,0.10763454317897372,0.24855491329479767,0.2866666666666667,0.1861135297751254
585,0.046441495778045835,0.04653974010275007,0.2875816993464052,0.0930232558139535,0.2875816993464052,0.3548387096774194,0.18146450048897855
528,0.07692307692307693,0.019230769230769232,0.25,0.054054054054054064,0.25,0.36363636363636365,0.14439237008422645
107,0.22807017543859648,0.11428571428571428,0.4827586206896552,0.11965811965811968,0.4827586206896552,0.4590163934426229,0.20436355050260446
894,0.034530386740331494,0.031545741324921134,0.17419354838709677,0.06650246305418718,0.17419354838709677,0.21259842519685038,0.16354928233437815
471,0.061016949152542375,0.0486815415821501,0.2608695652173913,0.0891089108910891,0.2608695652173913,0.2666666666666666,0.16524624204523553
298,0.03855721393034826,0.030377266046055857,0.19626168224299065,0.0621301775147929,0.19626168224299065,0.22459893048128343,0.18151764637698187
144,0.065,0.034210526315789476,0.12,0.048582995951417,0.12,0.1518987341772152,0.18903593119050743
656,0.19718309859154928,0.09589041095890412,0.3888888888888889,0.12280701754385964,0.3888888888888889,0.43750000000000006,0.16563005449295198
112,0.14583333333333334,0.06278026905829596,0.2,0.05813953488372093,0.2,0.22727272727272727,0.1973051568004539
180,0.13863636363636364,0.12538540596094555,0.4631578947368421,0.18487394957983191,0.4631578947368421,0.4731182795698925,0.20285312372198017
548,0.4537037037037037,0.2384428223844282,0.6129032258064516,0.2900763358778626,0.6129032258064516,0.5588235294117647,0.1841833935634143
439,0.36964285714285716,0.27254772876892697,0.8382352941176471,0.29156010230179036,0.8382352941176471,0.7261146496815287,0.16578408776597464
204,0.22727272727272727,0.13959390862944163,0.5,0.16033755274261605,0.5,0.4175824175824176,0.18589204645578405
261,0.05930470347648262,0.051418439716312055,0.32653061224489793,0.1019108280254777,0.32653061224489793,0.2909090909090909,0.17658562921294885
946,0.07337883959044368,0.05939226519337016,0.2694610778443114,0.08571428571428572,0.2694610778443114,0.3050847457627119,0.18958445527329282
395,0.06907894736842106,0.06161369193154034,0.2288135593220339,0.08940397350993377,0.2288135593220339,0.2769230769230769,0.16470135547336318
935,0.4112903225806452,0.28254847645429365,0.7142857142857143,0.2577319587628866,0.7142857142857143,0.6756756756756757,0.18061266021206857
158,0.3,0.17200674536256322,0.5862068965517241,0.18579234972677597,0.5862068965517241,0.576271186440678,0.1815036203894712
3,0.18144329896907216,0.16,0.49514563106796117,0.1705685618729097,0.49514563106796117,0.3834586466165414,0.1960720915762535
966,0.11265060240963855,0.10305869385505648,0.40298507462686567,0.14013840830449828,0.40298507462686567,0.41860465116279066,0.17826470916594017
