seed,1-precision,1-f1,2-precision,2-f1,3-precision,3-f1,grf
295,0.1791044776119403,0.05100956429330499,0.2923076923076923,0.09819121447028423,0.2923076923076923,0.26206896551724135,0.19619924588357995
205,0.49340369393139843,0.2586892616289123,0.7765726681127982,0.2865146058423369,0.7765726681127982,0.6897880539499036,0.19812193916004583
888,0.5454545454545454,0.1256544502617801,0.5454545454545454,0.22641509433962262,0.5454545454545454,0.7058823529411764,0.23285947207763436
35,0.2389937106918239,0.07592407592407593,0.3128491620111732,0.1391304347826087,0.3128491620111732,0.36601307189542487,0.21382969592623335
585,0.228125,0.07407407407407406,0.29651162790697677,0.10569948186528497,0.29651162790697677,0.3820224719101124,0.20350410042731237
528,0.25,0.030927835051546393,0.3333333333333333,0.08,0.3333333333333333,0.5,0.1595418688334963
107,0.7037037037037037,0.1032608695652174,0.6923076923076923,0.15584415584415584,0.6923076923076923,0.6206896551724138,0.2427424161138303
894,0.2319277108433735,0.07497565725413825,0.2722222222222222,0.1170848267622461,0.2722222222222222,0.35125448028673834,0.18940281503234024
471,0.22692307692307692,0.10269799825935597,0.3125,0.13921113689095127,0.3125,0.3703703703703703,0.17793403810550867
298,0.35148514851485146,0.09867963863794302,0.3560606060606061,0.1340941512125535,0.3560606060606061,0.44339622641509435,0.2020533065110055
144,0.4634146341463415,0.0632279534109817,0.4358974358974359,0.14406779661016947,0.4358974358974359,0.5,0.21297994774614526
656,0.5333333333333333,0.12749003984063748,0.5454545454545454,0.16,0.5454545454545454,0.5901639344262296,0.17208818549271276
112,0.375,0.07692307692307691,0.375,0.10526315789473682,0.375,0.4186046511627907,0.21036446519445895
180,0.3831417624521073,0.15071590052750566,0.5213675213675214,0.24497991967871485,0.5213675213675214,0.5865384615384616,0.19350023345048295
548,0.6052631578947368,0.1348973607038123,0.6176470588235294,0.31343283582089554,0.6176470588235294,0.5915492957746479,0.21797939872244887
439,0.4968553459119497,0.1413237924865832,0.5274725274725275,0.23188405797101447,0.5274725274725275,0.5333333333333333,0.17518793159185364
204,0.5076923076923077,0.10801963993453355,0.5111111111111111,0.18852459016393444,0.5111111111111111,0.46938775510204084,0.21808653330707528
261,0.46959459459459457,0.17662007623888185,0.49019607843137253,0.21961932650073204,0.49019607843137253,0.5454545454545454,0.1928487982615248
946,0.3130699088145897,0.1003409644422796,0.41975308641975306,0.13014354066985645,0.41975308641975306,0.4689655172413793,0.21498590977250298
395,0.47265625,0.1742260619150468,0.49504950495049505,0.17035775127768316,0.49504950495049505,0.5617977528089888,0.18570051610156502
935,0.5714285714285714,0.12075471698113206,0.5416666666666666,0.25120772946859904,0.5416666666666666,0.5977011494252873,0.1904978905617899
158,0.45652173913043476,0.08955223880597014,0.5,0.16304347826086957,0.5,0.5,0.20239730440340464
3,0.5968379446640316,0.20364126770060686,0.822429906542056,0.292358803986711,0.822429906542056,0.6518518518518518,0.20114289222701465
966,0.3708609271523179,0.17411581811115429,0.36416184971098264,0.19369715603382015,0.36416184971098264,0.4736842105263158,0.20416468410174415
592,0.6992481203007519,0.19808306709265175,0.67,0.29515418502202645,0.67,0.67,0.18664100417133278
42,0.22053231939163498,0.09177215189873418,0.2687074829931973,0.12680577849117175,0.2687074829931973,0.35033259423503327,0.18661594957665728
457,0.15384615384615385,0.03273322422258593,0.24390243902439024,0.08695652173913043,0.24390243902439024,0.2898550724637681,0.2262756141572193
498,1.0,0.05128205128205127,1.0,0.2727272727272727,1.0,0.6666666666666666,0.2188032011050034
420,0.284,0.11172305271439811,0.33653846153846156,0.12048192771084337,0.33653846153846156,0.39325842696629215,0.21152119609695674
695,0.22529644268774704,0.09225789047747504,0.3079019073569482,0.1317016317016317,0.3079019073569482,0.3741721854304636,0.20705171381595833
194,0.4479166666666667,0.19147582697201018,0.6177474402730375,0.2769701606732976,0.6177474402730375,0.6033333333333334,0.19535163096777297
561,0.6373626373626373,0.1399276236429433,0.5849056603773585,0.19076923076923075,0.5849056603773585,0.5636363636363636,0.23418360673373861
661,0.7272727272727273,0.0898876404494382,0.7777777777777778,0.34146341463414637,0.7777777777777778,0.7368421052631577,0.20965102683955095
59,1.0,0.1348314606741573,1.0,0.23076923076923078,1.0,0.8571428571428571,0.30836044130161777
286,0.3880597014925373,0.07951070336391439,0.45098039215686275,0.1597222222222222,0.45098039215686275,0.3833333333333333,0.20825525638925924
925,0.21791044776119403,0.13082437275985664,0.36857142857142855,0.19545454545454546,0.36857142857142855,0.39090909090909093,0.19901112501849982
504,0.21557971014492755,0.08383233532934133,0.24489795918367346,0.12804878048780488,0.24489795918367346,0.31758034026465026,0.19420115676063388
616,0.17958412098298676,0.06995581737849779,0.2740740740740741,0.11878009630818619,0.2740740740740741,0.34905660377358494,0.19919650453672566
63,0.28342245989304815,0.12895377128953772,0.29207920792079206,0.15960324616771865,0.29207920792079206,0.399098083427283,0.20614110602387248
9,0.5142857142857142,0.06521739130434782,0.5483870967741935,0.14912280701754385,0.5483870967741935,0.4533333333333333,0.1939954019841551
200,0.20833333333333334,0.09013282732447818,0.3,0.12464589235127478,0.3,0.39169139465875363,0.21066328310970683
32,0.15240641711229946,0.06429780033840947,0.2981366459627329,0.12198221092757305,0.2981366459627329,0.3568773234200744,0.19046814237575627
942,0.3179190751445087,0.12263099219620958,0.5666666666666667,0.2105263157894737,0.5666666666666667,0.5862068965517241,0.19488372500403017
526,0.17985611510791366,0.058343057176196034,0.28368794326241137,0.09828009828009827,0.28368794326241137,0.33195020746887965,0.1928645950386806
569,0.20238095238095238,0.05329153605015674,0.29545454545454547,0.09999999999999999,0.29545454545454547,0.3661971830985915,0.18349592248465152
706,0.3068181818181818,0.10112359550561797,0.30303030303030304,0.13793103448275862,0.30303030303030304,0.4210526315789474,0.17095527391210863
929,0.6,0.12442396313364057,0.6818181818181818,0.17751479289940827,0.6818181818181818,0.6521739130434783,0.18724157573574052
977,0.2523020257826888,0.11450062682824907,0.30194805194805197,0.1489191353082466,0.30194805194805197,0.3375680580762251,0.19399457303919465
162,0.49333333333333335,0.1665416354088522,0.5144927536231884,0.31277533039647576,0.5144927536231884,0.5419847328244275,0.19872968892929943
973,0.2872340425531915,0.10240202275600506,0.3067484662576687,0.15723270440251572,0.3067484662576687,0.390625,0.1887030896654912
361,0.5545454545454546,0.15006150061500614,0.6363636363636364,0.23026315789473684,0.6363636363636364,0.6194690265486726,0.20948387559482884
62,0.41025641025641024,0.11208406304728546,0.4444444444444444,0.12030075187969924,0.4444444444444444,0.4848484848484848,0.20751341548998936
128,0.613941018766756,0.22740814299900694,0.6505376344086021,0.2929782082324455,0.6505376344086021,0.6540540540540541,0.22236760578290815
302,0.08813392417528311,0.060137745674449856,0.3309002433090024,0.12008830022075054,0.3309002433090024,0.38202247191011235,0.1999960825945034
542,0.09090909090909091,0.011834319526627219,0.1,0.027777777777777776,0.1,0.11111111111111112,0.23334237385830758
845,0.9285714285714286,0.12807881773399013,0.9090909090909091,0.21052631578947367,0.9090909090909091,0.8,0.236417396262682
285,0.4166666666666667,0.05076142131979696,0.4444444444444444,0.11267605633802817,0.4444444444444444,0.380952380952381,0.2107344697046737
431,0.21428571428571427,0.08720930232558138,0.38461538461538464,0.1377952755905512,0.38461538461538464,0.43209876543209885,0.1721674079512201
411,0.23270440251572327,0.08772969768820392,0.25153374233128833,0.1214814814814815,0.25153374233128833,0.3106060606060606,0.19796677281253516
318,0.44565217391304346,0.11953352769679303,0.44,0.19819819819819823,0.44,0.4714285714285715,0.1817359341617738
914,1.0,0.05607476635514019,1.0,0.17647058823529413,1.0,1.0,0.2459541694545565
2,0.2545454545454545,0.08588957055214723,0.30434782608695654,0.1302325581395349,0.30434782608695654,0.3888888888888889,0.16574489559007533
4,0.1583617747440273,0.09089128305582761,0.37554585152838427,0.17225838758137205,0.37554585152838427,0.44272844272844275,0.2022101846624984
810,0.4669603524229075,0.15576781778104334,0.5932203389830508,0.213089802130898,0.5932203389830508,0.5957446808510639,0.21245243638826328
425,0.32222222222222224,0.10583941605839416,0.4375,0.16470588235294117,0.4375,0.5185185185185185,0.1832647167988355
552,0.44,0.09565217391304348,0.4117647058823529,0.14334470989761092,0.4117647058823529,0.47727272727272724,0.21124434069313025
834,0.5970149253731343,0.1225114854517611,0.6052631578947368,0.15972222222222224,0.6052631578947368,0.5111111111111111,0.18649392824732247
