seed,ancestors_multiset_precision_failures,ancestors_multiset_f1_failures,ancestors_unique_precision_failures,ancestors_unique_f1_failures,ancestors_unique_restricted_precision_failures,ancestors_unique_restricted_f1_failures,total_failures
2,0,1,1,0,1,0,3
3,0,1,1,1,1,1,5
9,1,1,0,0,0,0,2
32,1,0,0,0,0,0,1
35,0,1,1,1,1,1,5
42,0,1,0,1,0,1,3
59,0,0,1,1,1,1,4
63,0,1,0,0,0,0,1
92,0,1,1,1,1,1,5
102,0,1,1,1,1,1,5
107,1,1,1,1,1,1,6
112,1,0,0,0,0,0,1
144,1,1,1,1,1,1,6
158,1,1,1,1,1,1,6
162,0,1,1,1,1,1,5
180,0,1,1,1,1,1,5
188,0,1,0,0,0,0,1
194,0,1,0,0,0,0,1
200,0,1,1,1,1,1,5
204,1,1,1,1,1,1,6
205,0,1,0,0,0,0,1
208,1,1,1,1,1,1,6
213,0,1,0,1,0,1,3
261,1,1,0,0,0,0,2
286,0,1,0,0,0,0,1
298,0,1,0,0,0,0,1
302,0,1,1,1,1,1,5
318,0,0,1,0,1,0,2
383,0,1,0,0,0,0,1
425,1,1,1,1,1,1,6
439,1,1,1,1,1,1,6
498,1,1,1,1,1,1,6
504,0,1,0,0,0,0,1
561,0,1,0,0,0,0,1
571,1,1,1,1,1,1,6
592,1,0,0,0,0,0,1
661,1,1,1,1,1,1,6
695,0,0,1,1,1,1,4
706,0,1,0,0,0,0,1
801,0,1,0,1,0,0,2
810,1,1,1,1,1,1,6
851,0,1,0,0,0,0,1
860,0,1,1,1,1,1,5
884,0,1,0,1,0,1,3
888,0,0,1,1,1,1,4
894,1,1,1,1,1,1,6
914,1,1,1,1,1,1,6
925,0,1,0,1,0,1,3
929,1,1,1,1,1,1,6
935,0,0,1,0,1,0,2
951,0,1,0,0,0,0,1
955,0,1,0,1,0,1,3
977,1,1,0,1,0,1,4
