seed,ancestors_multiset_precision_failures,ancestors_multiset_f1_failures,ancestors_unique_precision_failures,ancestors_unique_f1_failures,ancestors_unique_restricted_precision_failures,ancestors_unique_restricted_f1_failures,total_failures
3,0,1,1,1,1,1,5
4,0,1,0,0,0,0,1
35,0,1,1,1,1,1,5
59,0,0,1,1,1,1,4
63,0,0,1,0,1,0,2
92,0,1,0,0,0,0,1
102,0,1,1,1,1,1,5
107,1,1,1,1,1,1,6
144,1,1,1,1,1,1,6
162,0,1,1,1,1,1,5
188,0,1,0,0,0,0,1
194,1,1,1,1,1,1,6
200,0,1,0,1,0,1,3
204,1,1,1,1,1,1,6
208,1,1,1,1,1,1,6
286,1,1,1,1,1,1,6
295,0,1,0,0,0,0,1
318,1,1,1,1,1,1,6
383,0,1,0,0,0,0,1
395,1,1,1,1,1,1,6
425,1,1,1,1,1,1,6
457,1,1,0,0,0,0,2
471,0,1,1,1,1,1,5
498,1,1,1,1,1,1,6
504,1,1,1,1,1,1,6
561,0,1,1,1,1,1,5
571,0,1,0,1,0,1,3
592,1,0,0,0,0,0,1
602,1,1,1,1,1,1,6
706,1,1,1,1,1,1,6
801,0,1,0,0,0,0,1
810,1,1,1,1,1,1,6
845,1,1,0,0,0,0,2
851,1,1,1,0,1,0,4
860,0,0,1,0,1,1,3
884,1,1,1,0,1,0,4
888,0,1,1,1,1,1,5
891,0,1,0,0,0,0,1
894,1,1,1,1,1,1,6
914,1,1,1,1,1,1,6
925,0,1,0,0,0,0,1
929,1,1,1,1,1,1,6
942,0,1,0,0,0,0,1
951,0,1,0,0,0,0,1
955,0,1,0,1,0,1,3
966,0,1,1,1,1,1,5
973,0,1,0,0,0,0,1
977,1,1,1,0,1,0,4
