seed,ancestors_multiset_precision_failures,ancestors_multiset_f1_failures,ancestors_unique_precision_failures,ancestors_unique_f1_failures,ancestors_unique_restricted_precision_failures,ancestors_unique_restricted_f1_failures,total_failures
3,0,0,1,1,1,1,4
4,0,1,0,0,0,0,1
35,0,1,1,1,1,1,5
40,0,1,1,1,1,1,5
59,0,0,1,1,1,1,4
92,1,1,1,1,1,1,6
102,0,1,1,1,1,1,5
107,1,1,1,1,1,1,6
112,1,0,1,1,1,1,5
144,1,1,1,1,1,1,6
162,0,1,1,1,1,1,5
188,1,1,0,0,0,0,2
194,1,1,1,1,1,1,6
204,0,0,1,0,1,0,2
286,1,1,0,0,0,0,2
318,1,1,1,1,1,1,6
425,1,1,1,1,1,1,6
457,1,1,1,0,1,1,5
498,1,1,1,1,1,1,6
504,1,1,1,1,1,1,6
526,0,1,1,1,1,1,5
561,0,1,0,0,0,0,1
571,1,1,1,1,1,1,6
592,1,0,0,0,0,0,1
661,0,1,0,1,0,1,3
706,1,1,1,1,1,1,6
801,0,1,0,1,0,1,3
810,1,1,1,1,1,1,6
845,1,1,0,1,0,1,4
851,1,1,1,1,1,1,6
860,0,1,1,1,1,1,5
888,0,1,1,1,1,1,5
894,1,1,1,1,1,1,6
914,1,1,1,1,1,1,6
925,0,1,0,0,0,0,1
929,1,1,1,1,1,1,6
942,1,1,1,1,1,1,6
946,1,1,0,0,0,0,2
966,0,1,1,1,1,1,5
977,1,1,1,0,1,0,4
