seed,ancestors_multiset_precision_failures,ancestors_multiset_f1_failures,ancestors_unique_precision_failures,ancestors_unique_f1_failures,ancestors_unique_restricted_precision_failures,ancestors_unique_restricted_f1_failures,total_failures
42,0,1,0,0,0,0,1
95,1,1,1,1,1,1,6
102,0,1,0,1,0,1,3
107,1,1,1,1,1,1,6
144,1,1,1,1,1,1,6
158,0,1,0,0,0,0,1
205,0,1,0,0,0,0,1
208,1,1,1,1,1,1,6
285,1,1,1,1,1,1,6
318,1,1,0,0,0,0,2
361,0,1,0,0,0,0,1
425,0,1,0,0,0,0,1
457,1,1,1,1,1,1,6
498,1,1,1,1,1,1,6
504,1,1,1,1,1,1,6
552,1,1,1,0,1,0,4
569,0,1,1,1,1,1,5
571,1,1,1,1,1,1,6
661,0,1,0,0,0,0,1
706,1,1,1,1,1,1,6
834,0,1,0,0,0,0,1
894,0,1,1,1,1,1,5
925,0,1,0,0,0,0,1
966,0,1,1,0,1,0,3
